Flow id, Packet size (bytes), Data from conn (bytes), Sent (bytes), Delivered (bytes), Overhead (%), Retransmit size (bytes), Retransmit count, Sending rate (Gbps), Throughput (Gbps), FCT (ns)

conn1_flow1, 10000, 1000000, 1030000, 1000000, 3, 30000, 3, 23.1278, 22.4542, 331813

conn2_flow1, 10000, 1000000, 1030000, 1000000, 3, 30000, 3, 20.0705, 19.4859, 382358

conn3_flow1, 10000, 1000000, 1030000, 1000000, 3, 30000, 3, 19.9416, 19.3607, 384829

conn4_flow1, 10000, 1000000, 1040000, 1000000, 4, 40000, 4, 24.1857, 23.2554, 320380

conn5_flow1, 10000, 1000000, 1030000, 1000000, 3, 30000, 3, 20.1324, 19.5461, 381181
